run_id,timestamp_utc,panel,method,model,level,seed,runtime_seed,d,k,n_obs,n_int,noise_var,budget_slack,status,error,latency_sec,prompt_tokens,completion_tokens,total_tokens,cache_creation_input_tokens,cache_read_input_tokens,true_edges,cpdag_directed,cpdag_undirected,opt_set_size,budget,interventions_used,total_actions,stats_actions,intervene_actions,submit_actions,sanitized_overlap_count,sanitized_invalid_count,sanitized_cycle_count,submit_directed,submit_undirected,skeleton_precision,skeleton_recall,skeleton_f1,compelled_precision,compelled_recall,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency
20260428T070900Z,2026-04-28T07:18:45.986366+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,3,1877150515,18771505150310,10,12,50,25,1.0,1,success,,13.018188,46141,816,46957,0,0,12,7,5,1,2,0,8,7,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,12,1.0
20260428T070900Z,2026-04-28T07:18:59.010811+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,3,370845052,3708450520310,10,12,50,25,1.0,1,success,,24.173363,77541,1651,79192,0,0,12,10,2,2,3,0,13,12,0,1,2,0,0,6,39,0.26666666666666666,1.0,0.4210526315789474,0.6666666666666666,0.2,0.30769230769230765,0.5,0.25,0.3333333333333333,42,1.0
20260428T070900Z,2026-04-28T07:19:23.190807+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,3,976218778,9762187780310,10,12,50,25,1.0,1,success,,19.382232,83851,1476,85327,0,0,12,9,3,3,4,0,14,13,0,1,0,0,0,7,18,0.32,0.6666666666666666,0.43243243243243246,0.0,0.0,0.0,0.0,0.0,0.0,29,1.0
20260428T070900Z,2026-04-28T07:19:42.578904+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,3,1286035187,12860351870310,10,12,50,25,1.0,1,success,,15.016446,52543,1016,53559,0,0,12,8,4,1,2,0,9,8,0,1,0,0,1,6,0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,0.125,0.2222222222222222,0.3333333333333333,0.16666666666666666,0.2222222222222222,14,1.0
20260428T070900Z,2026-04-28T07:19:57.601018+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,518645330,5186453300411,12,14,50,25,1.0,0,success,,22.542079,110630,1638,112268,0,0,14,6,8,3,3,0,16,15,0,1,0,0,0,2,0,1.0,0.14285714285714285,0.25,1.0,0.16666666666666666,0.2857142857142857,0.5,0.07142857142857142,0.125,13,1.0
20260428T070900Z,2026-04-28T07:20:20.148576+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,511033471,5110334710411,12,14,50,25,1.0,0,success,,48.058738,203063,3342,206405,0,0,14,10,4,4,4,0,28,27,0,1,0,0,0,5,0,0.8,0.2857142857142857,0.4210526315789473,1.0,0.3,0.4615384615384615,0.6,0.21428571428571427,0.3157894736842105,12,1.0
20260428T070900Z,2026-04-28T07:21:08.211841+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,1198956094,11989560940411,12,14,50,25,1.0,0,success,,10.196357,39819,707,40526,0,0,14,9,5,2,2,0,6,5,0,1,0,0,0,1,10,0.36363636363636365,0.2857142857142857,0.32,0.0,0.0,0.0,0.0,0.0,0.0,21,1.0
20260428T070900Z,2026-04-28T07:21:18.414743+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,154587426,1545874260411,12,14,50,25,1.0,0,success,,12.26383,60478,940,61418,0,0,14,12,2,2,2,0,9,8,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,1.0
20260428T070900Z,2026-04-28T07:21:30.683933+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,1368642322,13686423220411,12,14,50,25,1.0,0,success,,30.437006,103557,1654,105211,0,0,14,11,3,3,3,0,15,14,0,1,0,0,0,9,0,0.3333333333333333,0.21428571428571427,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,20,1.0
20260428T070900Z,2026-04-28T07:22:01.126209+00:00,active,llm_stats_guided,openai/gpt-5.4-mini,4,1163629188,11636291880411,12,14,50,25,1.0,0,success,,40.903737,148270,2424,150694,0,0,14,12,2,2,2,0,21,20,0,1,0,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,14,1.0
