d,k,rho,dag_seed,n_obs,undirected_fraction,num_undirected_edges,min_abs_partial_correlation,cond_size_at_min,fisher_z_power
7,8,0.38095238095238093,2,25,0.375,3,0.6692223106082977,0,0.9668319427914589
7,8,0.38095238095238093,2,50,0.375,3,0.6692223106082977,0,0.9998337360624241
7,8,0.38095238095238093,2,150,0.375,3,0.6692223106082977,0,0.999999999999998
7,8,0.38095238095238093,2,600,0.375,3,0.6692223106082977,0,1.0
7,8,0.38095238095238093,3,15,0.625,5,0.6889407690307087,2,0.7627334482772157
7,8,0.38095238095238093,3,25,0.625,5,0.6889407690307087,2,0.965861946380667
7,8,0.38095238095238093,3,50,0.625,5,0.6889407690307087,2,0.9998982985601585
7,8,0.38095238095238093,3,150,0.625,5,0.6889407690307087,2,0.9999999999999999
7,8,0.38095238095238093,3,600,0.625,5,0.6889407690307087,2,1.0
7,8,0.38095238095238093,4,15,0.375,3,0.6293412263075933,0,0.7272761334139239
7,8,0.38095238095238093,4,25,0.375,3,0.6293412263075933,0,0.9347923352686034
7,8,0.38095238095238093,4,50,0.375,3,0.6293412263075933,0,0.999081664021048
7,8,0.38095238095238093,4,150,0.375,3,0.6293412263075933,0,0.9999999999988584
7,8,0.38095238095238093,4,600,0.375,3,0.6293412263075933,0,1.0
7,8,0.38095238095238093,5,15,0.5,4,0.4669326589515854,1,0.38924565157085433
7,8,0.38095238095238093,5,25,0.5,4,0.4669326589515854,1,0.6403757843291007
7,8,0.38095238095238093,5,50,0.5,4,0.4669326589515854,1,0.9296040259586179
7,8,0.38095238095238093,5,150,0.5,4,0.4669326589515854,1,0.9999837892894067
7,8,0.38095238095238093,5,600,0.5,4,0.4669326589515854,1,1.0
7,8,0.38095238095238093,6,15,0.375,3,0.6420356992696278,1,0.7143285714715577
7,8,0.38095238095238093,6,25,0.375,3,0.6420356992696278,1,0.9370238470320137
7,8,0.38095238095238093,6,50,0.375,3,0.6420356992696278,1,0.9993262293681346
7,8,0.38095238095238093,6,150,0.375,3,0.6420356992696278,1,0.9999999999997803
7,8,0.38095238095238093,6,600,0.375,3,0.6420356992696278,1,1.0
7,8,0.38095238095238093,7,15,0.75,6,0.3721564393264701,1,0.2535320510374772
7,8,0.38095238095238093,7,25,0.75,6,0.3721564393264701,1,0.433084891057934
7,8,0.38095238095238093,7,50,0.75,6,0.3721564393264701,1,0.7553463192012322
7,8,0.38095238095238093,7,150,0.75,6,0.3721564393264701,1,0.9971415114663162
7,8,0.38095238095238093,7,600,0.75,6,0.3721564393264701,1,0.9999999999999832
8,7,0.25,0,15,0.42857142857142855,3,0.5635474881230831,0,0.5987797741787315
8,7,0.25,0,25,0.42857142857142855,3,0.5635474881230831,0,0.8491041078923008
8,7,0.25,0,50,0.42857142857142855,3,0.5635474881230831,0,0.9921119959147413
8,7,0.25,0,150,0.42857142857142855,3,0.5635474881230831,0,0.9999999961654592
