run_id,timestamp_utc,method,model,level,seed,sample_index,baseline_seed,d,k,true_edges,cpdag_directed,cpdag_undirected,opt_set_size,budget,interventions_used,sampled_edges,submit_directed,submit_undirected,skeleton_precision,skeleton_recall,skeleton_f1,compelled_precision,compelled_recall,compelled_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency
20260423T093558Z,2026-04-23T09:35:58.371598+00:00,random_uniform,baseline,1,1982942393,11,12345,5,6,6,3,3,1,2,0,5,5,0,0.8,0.6666666666666666,0.7272727272727272,0.5,0.3333333333333333,0.4,0.6,0.5,0.5454545454545454,4,1.0
20260423T093558Z,2026-04-23T09:35:58.371598+00:00,random_uniform,baseline,1,1982942393,12,12345,5,6,6,3,3,1,2,0,3,3,0,0.6666666666666666,0.3333333333333333,0.4444444444444444,1.0,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,0.4444444444444444,5,1.0
20260423T093558Z,2026-04-23T09:35:58.376627+00:00,random_uniform,baseline,1,1982942393,13,12345,5,6,6,3,3,1,2,0,2,2,0,0.5,0.16666666666666666,0.25,0.0,0.0,0.0,0.0,0.0,0.0,7,1.0
20260423T093558Z,2026-04-23T09:35:58.376627+00:00,random_uniform,baseline,1,1982942393,14,12345,5,6,6,3,3,1,2,0,10,10,0,0.6,1.0,0.7499999999999999,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1,0.16666666666666666,0.125,9,1.0
20260423T093558Z,2026-04-23T09:35:58.376627+00:00,random_uniform,baseline,1,1982942393,15,12345,5,6,6,3,3,1,2,0,1,1,0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,1.0,0.16666666666666666,0.2857142857142857,5,1.0
20260423T093558Z,2026-04-23T09:35:58.376627+00:00,random_uniform,baseline,1,1982942393,16,12345,5,6,6,3,3,1,2,0,1,1,0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,17,12345,5,6,6,3,3,1,2,0,2,2,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,18,12345,5,6,6,3,3,1,2,0,7,7,0,0.42857142857142855,0.5,0.4615384615384615,1.0,0.3333333333333333,0.5,0.2857142857142857,0.3333333333333333,0.30769230769230765,8,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,19,12345,5,6,6,3,3,1,2,0,5,5,0,0.6,0.5,0.5454545454545454,1.0,0.3333333333333333,0.5,0.6,0.5,0.5454545454545454,5,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,20,12345,5,6,6,3,3,1,2,0,10,10,0,0.6,1.0,0.7499999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,0.25,8,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,21,12345,5,6,6,3,3,1,2,0,8,8,0,0.625,0.8333333333333334,0.7142857142857143,1.0,0.6666666666666666,0.8,0.5,0.6666666666666666,0.5714285714285715,5,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,22,12345,5,6,6,3,3,1,2,0,8,8,0,0.625,0.8333333333333334,0.7142857142857143,1.0,0.6666666666666666,0.8,0.5,0.6666666666666666,0.5714285714285715,5,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,23,12345,5,6,6,3,3,1,2,0,3,3,0,0.3333333333333333,0.16666666666666666,0.2222222222222222,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,7,1.0
20260423T093558Z,2026-04-23T09:35:58.377248+00:00,random_uniform,baseline,1,1982942393,24,12345,5,6,6,3,3,1,2,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,25,12345,5,6,6,3,3,1,2,0,3,3,0,0.3333333333333333,0.16666666666666666,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,8,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,26,12345,5,6,6,3,3,1,2,0,8,8,0,0.75,1.0,0.8571428571428571,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.5,0.42857142857142855,5,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,27,12345,5,6,6,3,3,1,2,0,1,1,0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.2857142857142857,5,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,28,12345,5,6,6,3,3,1,2,0,3,3,0,1.0,0.5,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.2222222222222222,5,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,29,12345,5,6,6,3,3,1,2,0,4,4,0,0.5,0.3333333333333333,0.4,1.0,0.6666666666666666,0.8,0.5,0.3333333333333333,0.4,6,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,30,12345,5,6,6,3,3,1,2,0,10,10,0,0.6,1.0,0.7499999999999999,1.0,1.0,1.0,0.6,1.0,0.7499999999999999,4,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,31,12345,5,6,6,3,3,1,2,0,3,3,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,32,12345,5,6,6,3,3,1,2,0,8,8,0,0.75,1.0,0.8571428571428571,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.5714285714285715,4,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,33,12345,5,6,6,3,3,1,2,0,5,5,0,0.6,0.5,0.5454545454545454,0.0,0.0,0.0,0.2,0.16666666666666666,0.1818181818181818,7,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,34,12345,5,6,6,3,3,1,2,0,0,0,0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,6,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,35,12345,5,6,6,3,3,1,2,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,36,12345,5,6,6,3,3,1,2,0,1,1,0,1.0,0.16666666666666666,0.2857142857142857,1.0,0.0,0.0,0.0,0.0,0.0,6,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,37,12345,5,6,6,3,3,1,2,0,8,8,0,0.625,0.8333333333333334,0.7142857142857143,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.375,0.5,0.42857142857142855,6,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,38,12345,5,6,6,3,3,1,2,0,2,2,0,0.5,0.16666666666666666,0.25,1.0,0.0,0.0,0.0,0.0,0.0,7,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,39,12345,5,6,6,3,3,1,2,0,2,2,0,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,0.25,5,1.0
20260423T093558Z,2026-04-23T09:35:58.378162+00:00,random_uniform,baseline,1,1982942393,40,12345,5,6,6,3,3,1,2,0,10,10,0,0.6,1.0,0.7499999999999999,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.2,0.3333333333333333,0.25,8,1.0
