level,seed,panel,method,d,k,skeleton_precision,skeleton_recall,skeleton_f1,directed_precision,directed_recall,directed_f1,dag_shd,efficiency,submit_directed,submit_undirected,interventions_used
4,1332933138,active,pc_greedy,12,14,1.0,0.7142857142857143,0.8333333333333333,1.0,0.5714285714285714,0.7272727272727273,6,1.0,8,2,2
4,1231061499,observational,pc,12,14,1.0,0.6428571428571429,0.782608695652174,0.5,0.14285714285714285,0.22222222222222224,12,1.0,4,5,0
4,1231061499,active,pc_greedy,12,14,1.0,0.6428571428571429,0.782608695652174,0.7777777777777778,0.5,0.6086956521739131,7,1.0,9,0,3
5,1526642568,observational,pc,14,16,0.9090909090909091,0.625,0.7407407407407406,0.8571428571428571,0.375,0.5217391304347825,11,1.0,7,4,0
5,1526642568,active,pc_greedy,14,16,0.9090909090909091,0.625,0.7407407407407406,0.8181818181818182,0.5625,0.6666666666666666,8,1.0,11,0,3
5,1170708238,observational,pc,14,16,0.9230769230769231,0.75,0.8275862068965517,0.7777777777777778,0.4375,0.56,10,1.0,9,4,0
5,1170708238,active,pc_greedy,14,16,0.9230769230769231,0.75,0.8275862068965517,0.8461538461538461,0.6875,0.7586206896551724,6,1.0,13,0,2
5,385840006,observational,pc,14,16,0.8888888888888888,0.5,0.64,0.25,0.0625,0.1,16,1.0,4,5,0
5,385840006,active,pc_greedy,14,16,0.8888888888888888,0.5,0.64,0.5,0.1875,0.2727272727272727,14,1.0,6,3,2
5,32447648,observational,pc,14,16,0.8333333333333334,0.625,0.7142857142857143,0.75,0.375,0.5,12,1.0,8,4,0
5,32447648,active,pc_greedy,14,16,0.8333333333333334,0.625,0.7142857142857143,0.8181818181818182,0.5625,0.6666666666666666,9,1.0,11,1,2
5,1017236502,observational,pc,14,16,0.9,0.5625,0.6923076923076923,0.25,0.0625,0.1,16,1.0,4,6,0
5,1017236502,active,pc_greedy,14,16,0.9,0.5625,0.6923076923076923,0.625,0.3125,0.4166666666666667,12,1.0,8,2,3
5,1717602974,observational,pc,14,16,1.0,0.75,0.8571428571428571,1.0,0.125,0.2222222222222222,14,1.0,2,10,0
5,1717602974,active,pc_greedy,14,16,1.0,0.75,0.8571428571428571,1.0,0.4375,0.6086956521739131,9,1.0,7,5,2
5,480184089,observational,pc,14,16,0.9166666666666666,0.6875,0.7857142857142857,0.7777777777777778,0.4375,0.56,10,1.0,9,3,0
5,480184089,active,pc_greedy,14,16,0.9166666666666666,0.6875,0.7857142857142857,0.8333333333333334,0.625,0.7142857142857143,7,1.0,12,0,2
5,2015902496,observational,pc,14,16,1.0,0.6875,0.8148148148148148,0.3333333333333333,0.0625,0.10526315789473684,15,1.0,3,8,0
5,2015902496,active,pc_greedy,14,16,1.0,0.6875,0.8148148148148148,0.75,0.375,0.5,10,1.0,8,3,2
