panel_label,panel_dir,level,d,k,method,n,floor_dir_f1,skeleton_f1_mean,skeleton_f1_se,compelled_f1_mean,compelled_f1_se,directed_f1_mean,directed_f1_se,dag_shd_mean,dag_shd_se,cost_usd_mean,cost_usd_se,total_actions_mean,total_actions_se,intervene_actions_mean,intervene_actions_se,stats_actions_mean,stats_actions_se,gap_above_floor
GPT-5.4-mini,full_gpt54mini,0,4,3,llm_raw,9,0.215221,0.474868,0.061746,1.000000,0.000000,0.227072,0.044787,4.333333,0.166667,0.005093,0.000117,2.111111,0.111111,1.111111,0.111111,0.000000,0.000000,0.011851
GPT-5.4-mini,full_gpt54mini,0,4,3,llm_stats,8,0.215221,0.625000,0.081708,1.000000,0.000000,0.338095,0.113289,3.625000,0.564975,0.008217,0.000701,3.750000,0.313392,0.750000,0.163663,2.000000,0.267261,0.122874
GPT-5.4-mini,full_gpt54mini,0,4,3,llm_stats_cpdag_greedy,8,0.215221,0.531250,0.054412,1.000000,0.000000,0.489583,0.083982,2.750000,0.411877,0.006301,0.000332,5.500000,0.327327,1.500000,0.188982,3.000000,0.188982,0.274362
GPT-5.4-mini,full_gpt54mini,0,4,3,oracle,8,0.215221,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.784779
GPT-5.4-mini,full_gpt54mini,0,4,3,pc_cpdag_llm,8,0.215221,0.957143,0.028571,1.000000,0.000000,0.410714,0.105308,1.875000,0.350382,0.003555,0.000428,2.375000,0.182981,1.375000,0.182981,0.000000,0.000000,0.195493
GPT-5.4-mini,full_gpt54mini,0,4,3,pc_greedy,8,0.215221,0.975000,0.025000,1.000000,0.000000,0.808333,0.106486,0.625000,0.323899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.593112
GPT-5.4-mini,full_gpt54mini,1,6,6,llm_raw,8,0.195696,0.480420,0.048081,0.341667,0.122272,0.239598,0.066165,7.625000,0.595744,0.008082,0.000724,2.250000,0.163663,1.250000,0.163663,0.000000,0.000000,0.043902
GPT-5.4-mini,full_gpt54mini,1,6,6,llm_stats,8,0.195696,0.403641,0.068833,0.483333,0.125040,0.252381,0.080531,11.375000,0.864736,0.011390,0.000581,4.250000,0.250000,1.000000,0.000000,2.250000,0.250000,0.056685
GPT-5.4-mini,full_gpt54mini,1,6,6,llm_stats_cpdag_greedy,8,0.195696,0.138393,0.052471,0.175000,0.127825,0.138393,0.052471,6.000000,0.327327,0.006920,0.000378,4.875000,0.125000,0.750000,0.163663,3.125000,0.125000,-0.057303
GPT-5.4-mini,full_gpt54mini,1,6,6,oracle,8,0.195696,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.804304
GPT-5.4-mini,full_gpt54mini,1,6,6,pc_cpdag_llm,8,0.195696,0.816608,0.040451,0.631548,0.124302,0.409713,0.086119,4.375000,0.595744,0.003944,0.000503,2.250000,0.163663,1.250000,0.163663,0.000000,0.000000,0.214016
GPT-5.4-mini,full_gpt54mini,1,6,6,pc_greedy,8,0.195696,0.847727,0.041933,0.774405,0.065198,0.802273,0.042976,1.875000,0.398098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.606577
GPT-5.4-mini,full_gpt54mini,2,8,9,llm_raw,8,0.173421,0.265969,0.053690,0.174242,0.114212,0.089706,0.051662,14.875000,0.766194,0.010155,0.000994,2.250000,0.163663,1.250000,0.163663,0.000000,0.000000,-0.083715
GPT-5.4-mini,full_gpt54mini,2,8,9,llm_stats,8,0.173421,0.285579,0.066638,0.108333,0.083512,0.082869,0.044983,15.750000,2.462214,0.011581,0.000576,4.125000,0.350382,0.875000,0.125000,2.250000,0.313392,-0.090552
GPT-5.4-mini,full_gpt54mini,2,8,9,llm_stats_cpdag_greedy,8,0.173421,0.025000,0.025000,0.050000,0.050000,0.025000,0.025000,9.500000,0.267261,0.008608,0.000461,4.750000,0.163663,0.750000,0.163663,3.000000,0.000000,-0.148421
GPT-5.4-mini,full_gpt54mini,2,8,9,oracle,8,0.173421,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.826579
GPT-5.4-mini,full_gpt54mini,2,8,9,pc_cpdag_llm,8,0.173421,0.740319,0.036919,0.406385,0.145733,0.414435,0.095824,6.375000,0.885145,0.004856,0.000635,2.375000,0.182981,1.375000,0.182981,0.000000,0.000000,0.241013
GPT-5.4-mini,full_gpt54mini,2,8,9,pc_greedy,8,0.173421,0.740319,0.036919,0.527814,0.117136,0.612693,0.049220,4.875000,0.548944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.439271
GPT-5.4-mini,full_gpt54mini,3,10,12,llm_raw,8,0.154727,0.329534,0.044444,0.270604,0.070083,0.167018,0.041001,24.625000,3.240026,0.012347,0.001237,2.250000,0.163663,1.250000,0.163663,0.000000,0.000000,0.012291
GPT-5.4-mini,full_gpt54mini,3,10,12,llm_stats,8,0.154727,0.277764,0.046378,0.120833,0.064222,0.081919,0.046202,19.000000,1.267731,0.014630,0.000906,4.000000,0.267261,1.000000,0.000000,2.000000,0.267261,-0.072808
GPT-5.4-mini,full_gpt54mini,3,10,12,llm_stats_cpdag_greedy,8,0.154727,0.038462,0.025179,0.027778,0.027778,0.038462,0.025179,12.000000,0.267261,0.008361,0.000386,4.500000,0.188982,0.500000,0.188982,3.000000,0.000000,-0.116265
GPT-5.4-mini,full_gpt54mini,3,10,12,oracle,8,0.154727,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.845273
GPT-5.4-mini,full_gpt54mini,3,10,12,pc_cpdag_llm,8,0.154727,0.763044,0.036058,0.488959,0.074917,0.465233,0.076743,8.125000,0.971698,0.006647,0.000728,2.625000,0.182981,1.625000,0.182981,0.000000,0.000000,0.310506
GPT-5.4-mini,full_gpt54mini,3,10,12,pc_greedy,8,0.154727,0.779335,0.030882,0.629092,0.049324,0.696656,0.043876,5.500000,0.566947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.541930
GPT-5.4-mini,full_gpt54mini,4,12,14,llm_raw,8,0.132988,0.265083,0.032263,0.279234,0.060950,0.156250,0.029960,27.125000,1.967935,0.019651,0.001069,2.875000,0.125000,1.875000,0.125000,0.000000,0.000000,0.023262
GPT-5.4-mini,full_gpt54mini,4,12,14,llm_stats,8,0.132988,0.155379,0.052268,0.087500,0.049099,0.076245,0.035649,25.750000,6.267119,0.017877,0.002264,4.500000,0.422577,1.000000,0.188982,2.500000,0.267261,-0.056743
GPT-5.4-mini,full_gpt54mini,4,12,14,llm_stats_cpdag_greedy,8,0.132988,0.033333,0.021822,0.000000,0.000000,0.033333,0.021822,14.375000,0.323899,0.009536,0.000617,4.875000,0.125000,0.875000,0.125000,3.000000,0.000000,-0.099655
GPT-5.4-mini,full_gpt54mini,4,12,14,oracle,8,0.132988,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.867012
GPT-5.4-mini,full_gpt54mini,4,12,14,pc_cpdag_llm,8,0.132988,0.764191,0.026762,0.517750,0.064462,0.504795,0.034092,9.000000,0.626783,0.004269,0.000052,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.371807
GPT-5.4-mini,full_gpt54mini,4,12,14,pc_greedy,8,0.132988,0.774732,0.024416,0.575848,0.065006,0.689550,0.043811,6.250000,0.725800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556563
GPT-5.4-mini,full_gpt54mini,5,14,16,llm_raw,8,0.116610,0.235670,0.021233,0.145731,0.047072,0.070130,0.022585,37.500000,5.102520,0.022652,0.001256,2.875000,0.125000,1.875000,0.125000,0.000000,0.000000,-0.046481
GPT-5.4-mini,full_gpt54mini,5,14,16,llm_stats,8,0.116610,0.098958,0.023083,0.039394,0.026193,0.021121,0.014134,21.375000,1.762076,0.019175,0.001196,4.500000,0.377964,1.000000,0.000000,2.500000,0.377964,-0.095490
GPT-5.4-mini,full_gpt54mini,5,14,16,llm_stats_cpdag_greedy,8,0.116610,0.027864,0.018279,0.058442,0.039498,0.027864,0.018279,16.500000,0.267261,0.010954,0.000918,5.000000,0.327327,0.875000,0.226582,3.125000,0.125000,-0.088746
GPT-5.4-mini,full_gpt54mini,5,14,16,oracle,8,0.116610,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.883390
GPT-5.4-mini,full_gpt54mini,5,14,16,pc_cpdag_llm,8,0.116610,0.745681,0.022415,0.363667,0.104709,0.348918,0.084393,12.875000,1.171652,0.006898,0.001031,2.375000,0.182981,1.375000,0.182981,0.000000,0.000000,0.232308
GPT-5.4-mini,full_gpt54mini,5,14,16,pc_greedy,8,0.116610,0.759074,0.026426,0.553783,0.080903,0.641963,0.052764,8.125000,0.895176,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.525353
GPT-5.5,full_gpt55,0,4,3,llm_raw,8,0.215221,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.284524,0.038422,3.750000,0.163663,2.750000,0.163663,0.000000,0.000000,0.784779
GPT-5.5,full_gpt55,0,4,3,llm_stats,8,0.215221,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.296040,0.038072,6.875000,0.811469,2.625000,0.182981,3.250000,0.860855,0.784779
GPT-5.5,full_gpt55,0,4,3,llm_stats_cpdag_greedy,8,0.215221,0.854167,0.073446,1.000000,0.000000,0.791667,0.125000,0.875000,0.440677,0.229070,0.084672,5.250000,0.647798,1.375000,0.263052,2.875000,0.440677,0.576446
GPT-5.5,full_gpt55,0,4,3,oracle,8,0.215221,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.784779
GPT-5.5,full_gpt55,0,4,3,pc_cpdag_llm,8,0.215221,0.975000,0.025000,1.000000,0.000000,0.891667,0.083512,0.375000,0.263052,0.057336,0.006370,2.750000,0.163663,1.750000,0.163663,0.000000,0.000000,0.676446
GPT-5.5,full_gpt55,0,4,3,pc_greedy,8,0.215221,0.975000,0.025000,1.000000,0.000000,0.808333,0.106486,0.625000,0.323899,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.593112
GPT-5.5,full_gpt55,1,6,6,llm_raw,8,0.195696,0.880536,0.042684,0.907143,0.035714,0.824349,0.078208,1.750000,0.725800,0.530216,0.043961,4.500000,0.188982,3.500000,0.188982,0.000000,0.000000,0.628653
GPT-5.5,full_gpt55,1,6,6,llm_stats,8,0.195696,0.848048,0.049278,0.851786,0.059021,0.783362,0.094749,2.125000,0.811469,0.678592,0.082126,8.875000,1.216516,3.125000,0.350382,4.750000,1.047957,0.587666
GPT-5.5,full_gpt55,1,6,6,llm_stats_cpdag_greedy,8,0.195696,0.609307,0.078877,0.612500,0.113728,0.528139,0.104256,4.000000,0.566947,0.123472,0.019373,6.250000,0.526104,2.000000,0.377964,3.250000,0.250000,0.332442
GPT-5.5,full_gpt55,1,6,6,oracle,8,0.195696,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.804304
GPT-5.5,full_gpt55,1,6,6,pc_cpdag_llm,8,0.195696,0.872727,0.024778,0.810119,0.058781,0.827273,0.046987,1.625000,0.375000,0.140858,0.044819,3.375000,0.323899,2.375000,0.323899,0.000000,0.000000,0.631577
GPT-5.5,full_gpt55,1,6,6,pc_greedy,8,0.195696,0.847727,0.041933,0.774405,0.065198,0.802273,0.042976,1.875000,0.398098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.606577
GPT-5.5,full_gpt55,2,8,9,llm_raw,8,0.173421,0.792176,0.040319,0.743063,0.068511,0.733592,0.050183,4.250000,0.818317,0.633591,0.052722,4.625000,0.182981,3.625000,0.182981,0.000000,0.000000,0.560171
GPT-5.5,full_gpt55,2,8,9,llm_stats,8,0.173421,0.781863,0.049988,0.724973,0.078894,0.703615,0.070300,4.125000,0.934220,0.742680,0.083882,8.250000,1.460797,3.250000,0.163663,4.000000,1.375811,0.530194
GPT-5.5,full_gpt55,2,8,9,llm_stats_cpdag_greedy,8,0.173421,0.529020,0.091173,0.536075,0.104116,0.425337,0.075206,8.000000,0.963624,0.206577,0.036668,6.000000,0.707107,2.125000,0.479490,2.875000,0.440677,0.251916
GPT-5.5,full_gpt55,2,8,9,oracle,8,0.173421,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.826579
GPT-5.5,full_gpt55,2,8,9,pc_cpdag_llm,8,0.173421,0.760408,0.040214,0.527814,0.117136,0.666264,0.064054,4.375000,0.705527,0.146667,0.034589,3.375000,0.323899,2.375000,0.323899,0.000000,0.000000,0.492843
GPT-5.5,full_gpt55,2,8,9,pc_greedy,8,0.173421,0.740319,0.036919,0.527814,0.117136,0.612693,0.049220,4.875000,0.548944,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.439271
GPT-5.5,full_gpt55,3,10,12,llm_raw,8,0.154727,0.771836,0.027222,0.753489,0.039075,0.705454,0.036060,6.000000,0.731925,0.676929,0.043612,4.750000,0.250000,3.750000,0.250000,0.000000,0.000000,0.550727
GPT-5.5,full_gpt55,3,10,12,llm_stats,8,0.154727,0.660658,0.053020,0.593417,0.083842,0.628496,0.061263,7.750000,1.305893,0.869229,0.105095,9.500000,1.647509,3.125000,0.226582,5.375000,1.602871,0.473769
GPT-5.5,full_gpt55,3,10,12,llm_stats_cpdag_greedy,8,0.154727,0.508826,0.100740,0.433292,0.079122,0.422616,0.085153,8.875000,0.914906,0.160542,0.020016,5.125000,1.059607,1.500000,0.597614,2.625000,0.625000,0.267889
GPT-5.5,full_gpt55,3,10,12,oracle,8,0.154727,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.845273
GPT-5.5,full_gpt55,3,10,12,pc_cpdag_llm,8,0.154727,0.779335,0.030882,0.625809,0.054507,0.687884,0.047173,5.500000,0.626783,0.135836,0.017971,3.625000,0.323899,2.625000,0.323899,0.000000,0.000000,0.533158
GPT-5.5,full_gpt55,3,10,12,pc_greedy,8,0.154727,0.779335,0.030882,0.629092,0.049324,0.696656,0.043876,5.500000,0.566947,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.541930
GPT-5.5,full_gpt55,4,12,14,llm_raw,8,0.132988,0.713370,0.031421,0.672547,0.052087,0.686173,0.024739,7.125000,0.548944,0.834288,0.050200,5.625000,0.263052,4.625000,0.263052,0.000000,0.000000,0.553185
GPT-5.5,full_gpt55,4,12,14,llm_stats,8,0.132988,0.645537,0.043914,0.644800,0.038773,0.578352,0.049660,9.625000,1.387926,1.126689,0.161223,12.875000,2.495979,4.250000,0.313392,7.625000,2.389990,0.445364
GPT-5.5,full_gpt55,4,12,14,llm_stats_cpdag_greedy,8,0.132988,0.385903,0.086926,0.346879,0.093094,0.306041,0.059276,12.875000,0.854348,0.140497,0.028882,5.500000,0.597614,1.875000,0.666481,2.625000,0.375000,0.173054
GPT-5.5,full_gpt55,4,12,14,oracle,8,0.132988,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.867012
GPT-5.5,full_gpt55,4,12,14,pc_cpdag_llm,8,0.132988,0.774732,0.024416,0.556617,0.077904,0.678681,0.050584,6.375000,0.800391,0.218913,0.049804,4.125000,0.350382,3.125000,0.350382,0.000000,0.000000,0.545693
GPT-5.5,full_gpt55,4,12,14,pc_greedy,8,0.132988,0.774732,0.024416,0.575848,0.065006,0.689550,0.043811,6.250000,0.725800,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.556563
GPT-5.5,full_gpt55,5,14,16,llm_raw,8,0.116610,0.606234,0.036472,0.582056,0.055295,0.536670,0.055367,12.250000,1.191488,0.854738,0.027983,5.375000,0.182981,4.375000,0.182981,0.000000,0.000000,0.420060
GPT-5.5,full_gpt55,5,14,16,llm_stats,8,0.116610,0.585811,0.030336,0.552480,0.067415,0.507549,0.053075,12.750000,1.332961,1.218729,0.261965,12.500000,2.764572,4.000000,0.327327,7.500000,2.598076,0.390939
GPT-5.5,full_gpt55,5,14,16,llm_stats_cpdag_greedy,8,0.116610,0.464275,0.057520,0.344959,0.077137,0.372001,0.047707,17.000000,1.451600,0.172207,0.032030,6.125000,1.156310,3.250000,0.725800,1.875000,0.548944,0.255390
GPT-5.5,full_gpt55,5,14,16,oracle,8,0.116610,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.883390
