level_set,level,instance_index,seed,sample_index,d,k,M,rho,n_obs,n_int,noise_var,budget_slack,sampled_edges,expected_f1,midpoint_envelope,directed_f1,dag_shd
v0_like_density_probe,1,15,20360442,14,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.3333333333333333,7.0
v0_like_density_probe,1,15,20360442,15,6,6,15,0.4,25,15,1.0,1,1,0.1956961942855906,0.22222222222222224,0.2857142857142857,5.0
v0_like_density_probe,1,15,20360442,16,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.4,8.0
v0_like_density_probe,1,15,20360442,17,6,6,15,0.4,25,15,1.0,1,7,0.1956961942855906,0.22222222222222224,0.30769230769230765,8.0
v0_like_density_probe,1,15,20360442,18,6,6,15,0.4,25,15,1.0,1,13,0.1956961942855906,0.22222222222222224,0.0,14.0
v0_like_density_probe,1,15,20360442,19,6,6,15,0.4,25,15,1.0,1,3,0.1956961942855906,0.22222222222222224,0.2222222222222222,7.0
v0_like_density_probe,1,15,20360442,20,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.3636363636363636,7.0
v0_like_density_probe,1,15,20360442,21,6,6,15,0.4,25,15,1.0,1,7,0.1956961942855906,0.22222222222222224,0.30769230769230765,9.0
v0_like_density_probe,1,15,20360442,22,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.28571428571428575,10.0
v0_like_density_probe,1,15,20360442,23,6,6,15,0.4,25,15,1.0,1,2,0.1956961942855906,0.22222222222222224,0.0,7.0
v0_like_density_probe,1,15,20360442,24,6,6,15,0.4,25,15,1.0,1,7,0.1956961942855906,0.22222222222222224,0.30769230769230765,7.0
v0_like_density_probe,1,15,20360442,25,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.5333333333333333,7.0
v0_like_density_probe,1,15,20360442,26,6,6,15,0.4,25,15,1.0,1,1,0.1956961942855906,0.22222222222222224,0.2857142857142857,5.0
v0_like_density_probe,1,15,20360442,27,6,6,15,0.4,25,15,1.0,1,15,0.1956961942855906,0.22222222222222224,0.09523809523809522,14.0
v0_like_density_probe,1,15,20360442,28,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.0,10.0
v0_like_density_probe,1,15,20360442,29,6,6,15,0.4,25,15,1.0,1,3,0.1956961942855906,0.22222222222222224,0.0,9.0
v0_like_density_probe,1,15,20360442,30,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.0,9.0
v0_like_density_probe,1,15,20360442,31,6,6,15,0.4,25,15,1.0,1,10,0.1956961942855906,0.22222222222222224,0.0,12.0
v0_like_density_probe,1,15,20360442,32,6,6,15,0.4,25,15,1.0,1,12,0.1956961942855906,0.22222222222222224,0.1111111111111111,12.0
v0_like_density_probe,1,15,20360442,33,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.13333333333333333,11.0
v0_like_density_probe,1,15,20360442,34,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.28571428571428575,8.0
v0_like_density_probe,1,15,20360442,35,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.1818181818181818,7.0
v0_like_density_probe,1,15,20360442,36,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.14285714285714288,9.0
v0_like_density_probe,1,15,20360442,37,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.1818181818181818,8.0
v0_like_density_probe,1,15,20360442,38,6,6,15,0.4,25,15,1.0,1,12,0.1956961942855906,0.22222222222222224,0.3333333333333333,10.0
v0_like_density_probe,1,15,20360442,39,6,6,15,0.4,25,15,1.0,1,0,0.1956961942855906,0.22222222222222224,0.0,6.0
v0_like_density_probe,1,15,20360442,40,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.0,11.0
v0_like_density_probe,1,15,20360442,41,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.0,10.0
v0_like_density_probe,1,15,20360442,42,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.16666666666666666,9.0
v0_like_density_probe,1,15,20360442,43,6,6,15,0.4,25,15,1.0,1,3,0.1956961942855906,0.22222222222222224,0.0,8.0
v0_like_density_probe,1,15,20360442,44,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.26666666666666666,11.0
v0_like_density_probe,1,15,20360442,45,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.0,10.0
v0_like_density_probe,1,15,20360442,46,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.3333333333333333,8.0
v0_like_density_probe,1,15,20360442,47,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.0,12.0
v0_like_density_probe,1,15,20360442,48,6,6,15,0.4,25,15,1.0,1,3,0.1956961942855906,0.22222222222222224,0.2222222222222222,7.0
v0_like_density_probe,1,15,20360442,49,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.28571428571428575,9.0
v0_like_density_probe,1,15,20360442,50,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.3636363636363636,6.0
v0_like_density_probe,1,15,20360442,51,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.0,8.0
v0_like_density_probe,1,15,20360442,52,6,6,15,0.4,25,15,1.0,1,7,0.1956961942855906,0.22222222222222224,0.4615384615384615,6.0
v0_like_density_probe,1,15,20360442,53,6,6,15,0.4,25,15,1.0,1,14,0.1956961942855906,0.22222222222222224,0.5,9.0
v0_like_density_probe,1,15,20360442,54,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.13333333333333333,10.0
v0_like_density_probe,1,15,20360442,55,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.2,8.0
v0_like_density_probe,1,15,20360442,56,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.26666666666666666,7.0
v0_like_density_probe,1,15,20360442,57,6,6,15,0.4,25,15,1.0,1,1,0.1956961942855906,0.22222222222222224,0.0,6.0
v0_like_density_probe,1,15,20360442,58,6,6,15,0.4,25,15,1.0,1,3,0.1956961942855906,0.22222222222222224,0.0,7.0
v0_like_density_probe,1,15,20360442,59,6,6,15,0.4,25,15,1.0,1,2,0.1956961942855906,0.22222222222222224,0.0,8.0
v0_like_density_probe,1,15,20360442,60,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.16666666666666666,9.0
v0_like_density_probe,1,15,20360442,61,6,6,15,0.4,25,15,1.0,1,7,0.1956961942855906,0.22222222222222224,0.15384615384615383,11.0
v0_like_density_probe,1,15,20360442,62,6,6,15,0.4,25,15,1.0,1,2,0.1956961942855906,0.22222222222222224,0.25,6.0
v0_like_density_probe,1,15,20360442,63,6,6,15,0.4,25,15,1.0,1,14,0.1956961942855906,0.22222222222222224,0.2,12.0
v0_like_density_probe,1,15,20360442,64,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.0,11.0
v0_like_density_probe,1,15,20360442,65,6,6,15,0.4,25,15,1.0,1,5,0.1956961942855906,0.22222222222222224,0.5454545454545454,5.0
v0_like_density_probe,1,15,20360442,66,6,6,15,0.4,25,15,1.0,1,12,0.1956961942855906,0.22222222222222224,0.3333333333333333,10.0
v0_like_density_probe,1,15,20360442,67,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.14285714285714288,11.0
v0_like_density_probe,1,15,20360442,68,6,6,15,0.4,25,15,1.0,1,0,0.1956961942855906,0.22222222222222224,0.0,6.0
v0_like_density_probe,1,15,20360442,69,6,6,15,0.4,25,15,1.0,1,15,0.1956961942855906,0.22222222222222224,0.28571428571428575,12.0
v0_like_density_probe,1,15,20360442,70,6,6,15,0.4,25,15,1.0,1,12,0.1956961942855906,0.22222222222222224,0.2222222222222222,12.0
v0_like_density_probe,1,15,20360442,71,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.2,7.0
v0_like_density_probe,1,15,20360442,72,6,6,15,0.4,25,15,1.0,1,3,0.1956961942855906,0.22222222222222224,0.0,9.0
v0_like_density_probe,1,15,20360442,73,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.0,8.0
v0_like_density_probe,1,15,20360442,74,6,6,15,0.4,25,15,1.0,1,14,0.1956961942855906,0.22222222222222224,0.3,12.0
v0_like_density_probe,1,15,20360442,75,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.0,9.0
v0_like_density_probe,1,15,20360442,76,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.16666666666666666,10.0
v0_like_density_probe,1,15,20360442,77,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.16666666666666666,7.0
v0_like_density_probe,1,15,20360442,78,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.4,6.0
v0_like_density_probe,1,15,20360442,79,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.14285714285714288,10.0
v0_like_density_probe,1,15,20360442,80,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.5714285714285715,5.0
v0_like_density_probe,1,15,20360442,81,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.0,8.0
v0_like_density_probe,1,15,20360442,82,6,6,15,0.4,25,15,1.0,1,14,0.1956961942855906,0.22222222222222224,0.5,9.0
v0_like_density_probe,1,15,20360442,83,6,6,15,0.4,25,15,1.0,1,7,0.1956961942855906,0.22222222222222224,0.15384615384615383,8.0
v0_like_density_probe,1,15,20360442,84,6,6,15,0.4,25,15,1.0,1,14,0.1956961942855906,0.22222222222222224,0.1,13.0
v0_like_density_probe,1,15,20360442,85,6,6,15,0.4,25,15,1.0,1,8,0.1956961942855906,0.22222222222222224,0.28571428571428575,8.0
v0_like_density_probe,1,15,20360442,86,6,6,15,0.4,25,15,1.0,1,0,0.1956961942855906,0.22222222222222224,0.0,6.0
v0_like_density_probe,1,15,20360442,87,6,6,15,0.4,25,15,1.0,1,6,0.1956961942855906,0.22222222222222224,0.3333333333333333,7.0
v0_like_density_probe,1,15,20360442,88,6,6,15,0.4,25,15,1.0,1,14,0.1956961942855906,0.22222222222222224,0.3,11.0
v0_like_density_probe,1,15,20360442,89,6,6,15,0.4,25,15,1.0,1,0,0.1956961942855906,0.22222222222222224,0.0,6.0
v0_like_density_probe,1,15,20360442,90,6,6,15,0.4,25,15,1.0,1,12,0.1956961942855906,0.22222222222222224,0.1111111111111111,12.0
v0_like_density_probe,1,15,20360442,91,6,6,15,0.4,25,15,1.0,1,2,0.1956961942855906,0.22222222222222224,0.0,7.0
v0_like_density_probe,1,15,20360442,92,6,6,15,0.4,25,15,1.0,1,2,0.1956961942855906,0.22222222222222224,0.25,6.0
v0_like_density_probe,1,15,20360442,93,6,6,15,0.4,25,15,1.0,1,13,0.1956961942855906,0.22222222222222224,0.21052631578947367,12.0
v0_like_density_probe,1,15,20360442,94,6,6,15,0.4,25,15,1.0,1,11,0.1956961942855906,0.22222222222222224,0.11764705882352942,13.0
v0_like_density_probe,1,15,20360442,95,6,6,15,0.4,25,15,1.0,1,2,0.1956961942855906,0.22222222222222224,0.0,7.0
v0_like_density_probe,1,15,20360442,96,6,6,15,0.4,25,15,1.0,1,9,0.1956961942855906,0.22222222222222224,0.26666666666666666,9.0
v0_like_density_probe,1,15,20360442,97,6,6,15,0.4,25,15,1.0,1,0,0.1956961942855906,0.22222222222222224,0.0,6.0
v0_like_density_probe,1,15,20360442,98,6,6,15,0.4,25,15,1.0,1,15,0.1956961942855906,0.22222222222222224,0.19047619047619044,13.0
v0_like_density_probe,1,15,20360442,99,6,6,15,0.4,25,15,1.0,1,4,0.1956961942855906,0.22222222222222224,0.0,8.0
v0_like_density_probe,2,0,20460427,0,8,9,28,0.32142857142857145,25,15,1.0,1,14,0.17342111384467196,0.1956521739130435,0.0,20.0
v0_like_density_probe,2,0,20460427,1,8,9,28,0.32142857142857145,25,15,1.0,1,14,0.17342111384467196,0.1956521739130435,0.43478260869565216,13.0
v0_like_density_probe,2,0,20460427,2,8,9,28,0.32142857142857145,25,15,1.0,1,6,0.17342111384467196,0.1956521739130435,0.26666666666666666,11.0
v0_like_density_probe,2,0,20460427,3,8,9,28,0.32142857142857145,25,15,1.0,1,26,0.17342111384467196,0.1956521739130435,0.17142857142857146,24.0
v0_like_density_probe,2,0,20460427,4,8,9,28,0.32142857142857145,25,15,1.0,1,14,0.17342111384467196,0.1956521739130435,0.08695652173913043,20.0
v0_like_density_probe,2,0,20460427,5,8,9,28,0.32142857142857145,25,15,1.0,1,17,0.17342111384467196,0.1956521739130435,0.30769230769230765,17.0
v0_like_density_probe,2,0,20460427,6,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.0,16.0
v0_like_density_probe,2,0,20460427,7,8,9,28,0.32142857142857145,25,15,1.0,1,0,0.17342111384467196,0.1956521739130435,0.0,9.0
v0_like_density_probe,2,0,20460427,8,8,9,28,0.32142857142857145,25,15,1.0,1,21,0.17342111384467196,0.1956521739130435,0.2,21.0
v0_like_density_probe,2,0,20460427,9,8,9,28,0.32142857142857145,25,15,1.0,1,24,0.17342111384467196,0.1956521739130435,0.30303030303030304,20.0
v0_like_density_probe,2,0,20460427,10,8,9,28,0.32142857142857145,25,15,1.0,1,17,0.17342111384467196,0.1956521739130435,0.15384615384615383,19.0
v0_like_density_probe,2,0,20460427,11,8,9,28,0.32142857142857145,25,15,1.0,1,0,0.17342111384467196,0.1956521739130435,0.0,9.0
v0_like_density_probe,2,0,20460427,12,8,9,28,0.32142857142857145,25,15,1.0,1,21,0.17342111384467196,0.1956521739130435,0.2,21.0
v0_like_density_probe,2,0,20460427,13,8,9,28,0.32142857142857145,25,15,1.0,1,20,0.17342111384467196,0.1956521739130435,0.20689655172413793,21.0
v0_like_density_probe,2,0,20460427,14,8,9,28,0.32142857142857145,25,15,1.0,1,12,0.17342111384467196,0.1956521739130435,0.380952380952381,12.0
v0_like_density_probe,2,0,20460427,15,8,9,28,0.32142857142857145,25,15,1.0,1,2,0.17342111384467196,0.1956521739130435,0.1818181818181818,9.0
v0_like_density_probe,2,0,20460427,16,8,9,28,0.32142857142857145,25,15,1.0,1,6,0.17342111384467196,0.1956521739130435,0.13333333333333333,11.0
v0_like_density_probe,2,0,20460427,17,8,9,28,0.32142857142857145,25,15,1.0,1,26,0.17342111384467196,0.1956521739130435,0.28571428571428575,22.0
v0_like_density_probe,2,0,20460427,18,8,9,28,0.32142857142857145,25,15,1.0,1,25,0.17342111384467196,0.1956521739130435,0.23529411764705882,23.0
v0_like_density_probe,2,0,20460427,19,8,9,28,0.32142857142857145,25,15,1.0,1,8,0.17342111384467196,0.1956521739130435,0.11764705882352941,13.0
v0_like_density_probe,2,0,20460427,20,8,9,28,0.32142857142857145,25,15,1.0,1,26,0.17342111384467196,0.1956521739130435,0.2285714285714286,23.0
v0_like_density_probe,2,0,20460427,21,8,9,28,0.32142857142857145,25,15,1.0,1,28,0.17342111384467196,0.1956521739130435,0.3243243243243243,22.0
v0_like_density_probe,2,0,20460427,22,8,9,28,0.32142857142857145,25,15,1.0,1,1,0.17342111384467196,0.1956521739130435,0.0,10.0
v0_like_density_probe,2,0,20460427,23,8,9,28,0.32142857142857145,25,15,1.0,1,14,0.17342111384467196,0.1956521739130435,0.2608695652173913,16.0
v0_like_density_probe,2,0,20460427,24,8,9,28,0.32142857142857145,25,15,1.0,1,10,0.17342111384467196,0.1956521739130435,0.10526315789473685,15.0
v0_like_density_probe,2,0,20460427,25,8,9,28,0.32142857142857145,25,15,1.0,1,10,0.17342111384467196,0.1956521739130435,0.10526315789473685,16.0
v0_like_density_probe,2,0,20460427,26,8,9,28,0.32142857142857145,25,15,1.0,1,16,0.17342111384467196,0.1956521739130435,0.0,20.0
v0_like_density_probe,2,0,20460427,27,8,9,28,0.32142857142857145,25,15,1.0,1,20,0.17342111384467196,0.1956521739130435,0.2758620689655173,19.0
v0_like_density_probe,2,0,20460427,28,8,9,28,0.32142857142857145,25,15,1.0,1,27,0.17342111384467196,0.1956521739130435,0.2777777777777778,22.0
v0_like_density_probe,2,0,20460427,29,8,9,28,0.32142857142857145,25,15,1.0,1,18,0.17342111384467196,0.1956521739130435,0.2962962962962963,17.0
v0_like_density_probe,2,0,20460427,30,8,9,28,0.32142857142857145,25,15,1.0,1,27,0.17342111384467196,0.1956521739130435,0.16666666666666666,24.0
v0_like_density_probe,2,0,20460427,31,8,9,28,0.32142857142857145,25,15,1.0,1,4,0.17342111384467196,0.1956521739130435,0.0,13.0
v0_like_density_probe,2,0,20460427,32,8,9,28,0.32142857142857145,25,15,1.0,1,17,0.17342111384467196,0.1956521739130435,0.15384615384615383,18.0
v0_like_density_probe,2,0,20460427,33,8,9,28,0.32142857142857145,25,15,1.0,1,25,0.17342111384467196,0.1956521739130435,0.23529411764705882,21.0
v0_like_density_probe,2,0,20460427,34,8,9,28,0.32142857142857145,25,15,1.0,1,22,0.17342111384467196,0.1956521739130435,0.3225806451612903,20.0
v0_like_density_probe,2,0,20460427,35,8,9,28,0.32142857142857145,25,15,1.0,1,9,0.17342111384467196,0.1956521739130435,0.1111111111111111,13.0
v0_like_density_probe,2,0,20460427,36,8,9,28,0.32142857142857145,25,15,1.0,1,20,0.17342111384467196,0.1956521739130435,0.13793103448275865,22.0
v0_like_density_probe,2,0,20460427,37,8,9,28,0.32142857142857145,25,15,1.0,1,1,0.17342111384467196,0.1956521739130435,0.0,10.0
v0_like_density_probe,2,0,20460427,38,8,9,28,0.32142857142857145,25,15,1.0,1,20,0.17342111384467196,0.1956521739130435,0.3448275862068966,17.0
v0_like_density_probe,2,0,20460427,39,8,9,28,0.32142857142857145,25,15,1.0,1,10,0.17342111384467196,0.1956521739130435,0.2105263157894737,15.0
v0_like_density_probe,2,0,20460427,40,8,9,28,0.32142857142857145,25,15,1.0,1,25,0.17342111384467196,0.1956521739130435,0.23529411764705882,22.0
v0_like_density_probe,2,0,20460427,41,8,9,28,0.32142857142857145,25,15,1.0,1,10,0.17342111384467196,0.1956521739130435,0.10526315789473685,14.0
v0_like_density_probe,2,0,20460427,42,8,9,28,0.32142857142857145,25,15,1.0,1,5,0.17342111384467196,0.1956521739130435,0.2857142857142857,9.0
v0_like_density_probe,2,0,20460427,43,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.0,14.0
v0_like_density_probe,2,0,20460427,44,8,9,28,0.32142857142857145,25,15,1.0,1,6,0.17342111384467196,0.1956521739130435,0.0,14.0
v0_like_density_probe,2,0,20460427,45,8,9,28,0.32142857142857145,25,15,1.0,1,19,0.17342111384467196,0.1956521739130435,0.42857142857142855,15.0
v0_like_density_probe,2,0,20460427,46,8,9,28,0.32142857142857145,25,15,1.0,1,24,0.17342111384467196,0.1956521739130435,0.18181818181818182,22.0
v0_like_density_probe,2,0,20460427,47,8,9,28,0.32142857142857145,25,15,1.0,1,20,0.17342111384467196,0.1956521739130435,0.20689655172413793,19.0
v0_like_density_probe,2,0,20460427,48,8,9,28,0.32142857142857145,25,15,1.0,1,5,0.17342111384467196,0.1956521739130435,0.2857142857142857,10.0
v0_like_density_probe,2,0,20460427,49,8,9,28,0.32142857142857145,25,15,1.0,1,25,0.17342111384467196,0.1956521739130435,0.4117647058823529,18.0
v0_like_density_probe,2,0,20460427,50,8,9,28,0.32142857142857145,25,15,1.0,1,2,0.17342111384467196,0.1956521739130435,0.1818181818181818,9.0
v0_like_density_probe,2,0,20460427,51,8,9,28,0.32142857142857145,25,15,1.0,1,10,0.17342111384467196,0.1956521739130435,0.2105263157894737,14.0
v0_like_density_probe,2,0,20460427,52,8,9,28,0.32142857142857145,25,15,1.0,1,3,0.17342111384467196,0.1956521739130435,0.0,11.0
v0_like_density_probe,2,0,20460427,53,8,9,28,0.32142857142857145,25,15,1.0,1,4,0.17342111384467196,0.1956521739130435,0.15384615384615383,10.0
v0_like_density_probe,2,0,20460427,54,8,9,28,0.32142857142857145,25,15,1.0,1,24,0.17342111384467196,0.1956521739130435,0.06060606060606061,25.0
v0_like_density_probe,2,0,20460427,55,8,9,28,0.32142857142857145,25,15,1.0,1,28,0.17342111384467196,0.1956521739130435,0.3243243243243243,22.0
v0_like_density_probe,2,0,20460427,56,8,9,28,0.32142857142857145,25,15,1.0,1,25,0.17342111384467196,0.1956521739130435,0.29411764705882354,21.0
v0_like_density_probe,2,0,20460427,57,8,9,28,0.32142857142857145,25,15,1.0,1,0,0.17342111384467196,0.1956521739130435,0.0,9.0
v0_like_density_probe,2,0,20460427,58,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.125,13.0
v0_like_density_probe,2,0,20460427,59,8,9,28,0.32142857142857145,25,15,1.0,1,14,0.17342111384467196,0.1956521739130435,0.2608695652173913,15.0
v0_like_density_probe,2,0,20460427,60,8,9,28,0.32142857142857145,25,15,1.0,1,26,0.17342111384467196,0.1956521739130435,0.39999999999999997,20.0
v0_like_density_probe,2,0,20460427,61,8,9,28,0.32142857142857145,25,15,1.0,1,24,0.17342111384467196,0.1956521739130435,0.24242424242424243,21.0
v0_like_density_probe,2,0,20460427,62,8,9,28,0.32142857142857145,25,15,1.0,1,11,0.17342111384467196,0.1956521739130435,0.39999999999999997,10.0
v0_like_density_probe,2,0,20460427,63,8,9,28,0.32142857142857145,25,15,1.0,1,17,0.17342111384467196,0.1956521739130435,0.23076923076923078,18.0
v0_like_density_probe,2,0,20460427,64,8,9,28,0.32142857142857145,25,15,1.0,1,21,0.17342111384467196,0.1956521739130435,0.4666666666666666,15.0
v0_like_density_probe,2,0,20460427,65,8,9,28,0.32142857142857145,25,15,1.0,1,8,0.17342111384467196,0.1956521739130435,0.11764705882352941,12.0
v0_like_density_probe,2,0,20460427,66,8,9,28,0.32142857142857145,25,15,1.0,1,11,0.17342111384467196,0.1956521739130435,0.19999999999999998,16.0
v0_like_density_probe,2,0,20460427,67,8,9,28,0.32142857142857145,25,15,1.0,1,19,0.17342111384467196,0.1956521739130435,0.14285714285714285,22.0
v0_like_density_probe,2,0,20460427,68,8,9,28,0.32142857142857145,25,15,1.0,1,15,0.17342111384467196,0.1956521739130435,0.25,15.0
v0_like_density_probe,2,0,20460427,69,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.125,14.0
v0_like_density_probe,2,0,20460427,70,8,9,28,0.32142857142857145,25,15,1.0,1,0,0.17342111384467196,0.1956521739130435,0.0,9.0
v0_like_density_probe,2,0,20460427,71,8,9,28,0.32142857142857145,25,15,1.0,1,22,0.17342111384467196,0.1956521739130435,0.1290322580645161,23.0
v0_like_density_probe,2,0,20460427,72,8,9,28,0.32142857142857145,25,15,1.0,1,5,0.17342111384467196,0.1956521739130435,0.14285714285714285,12.0
v0_like_density_probe,2,0,20460427,73,8,9,28,0.32142857142857145,25,15,1.0,1,5,0.17342111384467196,0.1956521739130435,0.0,12.0
v0_like_density_probe,2,0,20460427,74,8,9,28,0.32142857142857145,25,15,1.0,1,11,0.17342111384467196,0.1956521739130435,0.19999999999999998,12.0
v0_like_density_probe,2,0,20460427,75,8,9,28,0.32142857142857145,25,15,1.0,1,15,0.17342111384467196,0.1956521739130435,0.25,16.0
v0_like_density_probe,2,0,20460427,76,8,9,28,0.32142857142857145,25,15,1.0,1,26,0.17342111384467196,0.1956521739130435,0.17142857142857146,23.0
v0_like_density_probe,2,0,20460427,77,8,9,28,0.32142857142857145,25,15,1.0,1,21,0.17342111384467196,0.1956521739130435,0.4,17.0
v0_like_density_probe,2,0,20460427,78,8,9,28,0.32142857142857145,25,15,1.0,1,19,0.17342111384467196,0.1956521739130435,0.2857142857142857,17.0
v0_like_density_probe,2,0,20460427,79,8,9,28,0.32142857142857145,25,15,1.0,1,22,0.17342111384467196,0.1956521739130435,0.1935483870967742,23.0
v0_like_density_probe,2,0,20460427,80,8,9,28,0.32142857142857145,25,15,1.0,1,6,0.17342111384467196,0.1956521739130435,0.0,14.0
v0_like_density_probe,2,0,20460427,81,8,9,28,0.32142857142857145,25,15,1.0,1,1,0.17342111384467196,0.1956521739130435,0.0,10.0
v0_like_density_probe,2,0,20460427,82,8,9,28,0.32142857142857145,25,15,1.0,1,28,0.17342111384467196,0.1956521739130435,0.16216216216216214,25.0
v0_like_density_probe,2,0,20460427,83,8,9,28,0.32142857142857145,25,15,1.0,1,19,0.17342111384467196,0.1956521739130435,0.14285714285714285,20.0
v0_like_density_probe,2,0,20460427,84,8,9,28,0.32142857142857145,25,15,1.0,1,9,0.17342111384467196,0.1956521739130435,0.4444444444444444,9.0
v0_like_density_probe,2,0,20460427,85,8,9,28,0.32142857142857145,25,15,1.0,1,25,0.17342111384467196,0.1956521739130435,0.29411764705882354,20.0
v0_like_density_probe,2,0,20460427,86,8,9,28,0.32142857142857145,25,15,1.0,1,19,0.17342111384467196,0.1956521739130435,0.21428571428571427,20.0
v0_like_density_probe,2,0,20460427,87,8,9,28,0.32142857142857145,25,15,1.0,1,16,0.17342111384467196,0.1956521739130435,0.24000000000000005,17.0
v0_like_density_probe,2,0,20460427,88,8,9,28,0.32142857142857145,25,15,1.0,1,1,0.17342111384467196,0.1956521739130435,0.0,10.0
v0_like_density_probe,2,0,20460427,89,8,9,28,0.32142857142857145,25,15,1.0,1,3,0.17342111384467196,0.1956521739130435,0.0,10.0
v0_like_density_probe,2,0,20460427,90,8,9,28,0.32142857142857145,25,15,1.0,1,15,0.17342111384467196,0.1956521739130435,0.08333333333333334,19.0
v0_like_density_probe,2,0,20460427,91,8,9,28,0.32142857142857145,25,15,1.0,1,24,0.17342111384467196,0.1956521739130435,0.24242424242424243,22.0
v0_like_density_probe,2,0,20460427,92,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.125,13.0
v0_like_density_probe,2,0,20460427,93,8,9,28,0.32142857142857145,25,15,1.0,1,22,0.17342111384467196,0.1956521739130435,0.2580645161290322,20.0
v0_like_density_probe,2,0,20460427,94,8,9,28,0.32142857142857145,25,15,1.0,1,9,0.17342111384467196,0.1956521739130435,0.1111111111111111,14.0
v0_like_density_probe,2,0,20460427,95,8,9,28,0.32142857142857145,25,15,1.0,1,2,0.17342111384467196,0.1956521739130435,0.0,9.0
v0_like_density_probe,2,0,20460427,96,8,9,28,0.32142857142857145,25,15,1.0,1,6,0.17342111384467196,0.1956521739130435,0.13333333333333333,13.0
v0_like_density_probe,2,0,20460427,97,8,9,28,0.32142857142857145,25,15,1.0,1,3,0.17342111384467196,0.1956521739130435,0.16666666666666666,10.0
v0_like_density_probe,2,0,20460427,98,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.0,14.0
v0_like_density_probe,2,0,20460427,99,8,9,28,0.32142857142857145,25,15,1.0,1,7,0.17342111384467196,0.1956521739130435,0.25,10.0
v0_like_density_probe,2,1,20460428,0,8,9,28,0.32142857142857145,25,15,1.0,1,8,0.17342111384467196,0.1956521739130435,0.11764705882352941,13.0
v0_like_density_probe,2,1,20460428,1,8,9,28,0.32142857142857145,25,15,1.0,1,2,0.17342111384467196,0.1956521739130435,0.0,11.0
